id,nemo,descipcion,agrupacion,tipo_agente,fecha_proceso,lote_id_log
156054,GD6800OI,PRODUCTOS TRIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156055,GD6800XI,LACTEOS LA CRISTINA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156056,GD6802XI,CANTERAS DIQUECITO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156057,GD6806OI,BEMIS ARGENTINA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156058,GD6809OI,INC S.A. (ITUZAING II),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156059,GD6817XI,AGENCIA CORDOBA CULTURA SE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156060,GD6819XI,FUND.UNIV.EMPRESARIAL SIGLO 21,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156061,GD6825XI,CONDOMINIO CORRIENTES PALACE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156062,GD6826XI,MAIZCO S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156063,GD6828XI,PLACORD S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156064,GD6829XI,GOLDEN PEANUT ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156065,GD6832OI,CLUB ATLETICO RIVER PLATE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156066,GD6839XI,AVEX S.A (ORIGENES Y DESTINOS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156067,GD6840XI,INGERSOLL ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156068,GD6841OI,OVNIPLAST SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156069,GD6841XI,LABORATORIO BIOFARMA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156070,GD6847XI,JUMBO RETAIL ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156071,GD6848XI,TELECOM ARGENTINA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156072,GD6850OI,GALENO ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156073,GD6850XI,SANATORIO MAYO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156074,GD6851XI,TECME SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156075,GD6852OI,SIEGWERK ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156076,GD6852XI,DINOSAURIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156077,GD6854XI,PODER JUDICIAL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156078,GD6855XI,SUR CONTACT CENTER SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156079,GD6856XI,WEG EQUIPAMIENTOS ELECTRICOS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156080,GD6857XI,MACCHIAROLA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156081,GD6861XI,ACTION LINE CORDOBA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156082,GD6863XI,MARIANO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156083,GD6866XI,ELCOR SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156084,GD6867XI,JOSE M ALLADIO E HIJOS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156085,GD6868XI,AGENCIA CORDOBA CULTURA SE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156086,GD6871XI,SECRETARIA DE CULTURA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156087,GD6873XI,PRONOR SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156088,GD6875XI,MIN.AGUA AMBIENTE Y SERV PUB,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156089,GD6876OI,INC S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156090,GD6876XI,MIN.AGUA AMBIENTE Y SERV PUB,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156091,GD6877XI,D.I.P.A.S.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156092,GD6878XI,PERLISA SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156093,GD6882XI,BENITO ROGGIO E HIJOS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156094,GD6885OI,UNB ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156095,GD6886OI,CABLES EPUYEN SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156096,GD6888XI,CEIBOTEL SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156097,GD6890XI,DINOSAURIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156098,GD6895XI,C.A.P.Y.C.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156099,GD6896XI,AUTOMOVIL CLUB R CUARTO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156100,GD6902XI,SUPER IMPERIO S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156101,GD6904XI,LIBERTAD S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156102,GD6908XI,FIRENZE SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156103,GD6909XI,LIBERTAD S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156104,GD6912XI,CET S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156105,GD6914OI,ELEMENTUM SCM ARGENTINA SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156106,GD6914XI,JUMBO RETAIL ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156107,GD6916XI,SIPACK SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156108,GD6917XI,AMITECH ARGENTINA S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156109,GD6918XI,AIT S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156110,GD6920XI,CANTERAS CERRO NEGRO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156111,GD6921XI,PANIFICADORA VENEZIANA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156112,GD6924XI,BENITO ROGGIO E HIJOS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156113,GD6926XI,MOLINOS PASSERINI S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156114,GD6927XI,PRAGA SERVICIOS METALURGICOS S,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156115,GD6928XI,CAUPLAS S R L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156116,GD6930OI,GLENMARK GENERICS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156117,GD6931XI,HOSPITAL D.FUNES,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156118,GD6932XI,ENPOLEX S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156119,GD6933XI,ALIMENTOS SANTA ROSA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156120,GD6934XI,O.S.D.E.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156121,GD6935XI,CABLEVISION S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156122,GD6939XI,ASOCIACION BANCARIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156123,GD6940XI,BENEVENUTA ARGENTINA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156124,GD6941XI,FACULTAD DE INGENIERIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156125,GD6942XI,MARIANO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156126,GD6943XI,GRUPO INVERSIA S.R.L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156127,GD6944XI,CORDOBA PLAZA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156128,GD6945XI,PELLACANI SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156129,GD6948OI,PALACIO MUNICIPAL MALVINAS ARG,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156130,GD6949XI,AMDEST SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156131,GD6950XI,M S P INST DEL QUEMADO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156132,GD6952XI,HOSP.T.CACERES ALLENDE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156133,GD6953OI,BAJO CERO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156134,GD6953XI,SINDICATO EMPLEADOS PUB PROV C,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156135,GD6954XI,BENITO ROGGIO E HIJOS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156136,GD6956XI,MINIST.DE JUSTICIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156137,GD6957OI,OPM INMOBILIARIA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156138,GD6957XI,ANANDA SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156139,GD6958XI,D.I.P.A.S.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156140,GD6959XI,BERTOTTO BOGLIONE SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156141,GD6963XI,MUNICIPALIDAD DE ALTA GRACIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156142,GD6964XI,POLLOS SAN MATEO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156143,GD6967OI,INSIEME HOLDING SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156144,GD6968XI,REFINERIA DEL CENTRO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156145,GD6970XI,CTRO PRIV TOMOG COMP SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156146,GD6973XI,SECR.M.B.S.HOSP.CBA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156147,GD6974XI,D.I.P.A.S.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156148,GD6975OI,MULTICONTROL S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156149,GD6975XI,INST MOD DE CARDIOLOGIA PRIV.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156150,GD6976XI,MARIANO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156151,GD6977XI,MARAM SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156152,GD6978XI,COOP.DE TRAB.15 DE MAYO LTDA.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156153,GD6979XI,HOSP.N.SRA MISERICORDIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156154,GD6983XI,SANATORIO ALLENDE SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156155,GD6985XI,WAL- MART ARGENTINA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156156,GD6986XI,LA MACARENA S.R.L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156157,GD6988XI,PETIT MUEB.GACELA S.R.L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156158,GD6989XI,TOSSOLINI ALBERTO S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156159,GD6990XI,ASTORI ESTRUC SA 7356286,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156160,GD6991XI,MOLINO CANUELAS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156161,GD6994XI,MUNICIPALIDAD DE CORDOBA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156162,GD7005XI,CONGELADOS CENTRO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156163,GD7006OI,GRANJA TRES ARROYOS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156164,GD7006XI,PROMINENTE S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156165,GD7007XI,TIBERINA AUTOMOTIVE ARGENTINA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156166,GD7008XI,TADICOR SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156167,GD7012XI,DIR GRAL DE TES Y CRED,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156168,GD7013XI,MINIST. OBRAS PUB.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156169,GD7014XI,ADM.PROV.SEG.SALUD,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156170,GD7015XI,AGRO IMPERIO S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156171,GD7017XI,SINDICATO OBRERO DE CHOFERES C,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156172,GD7020XI,TURILUZ SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156173,GD7024OI,GOB.CIUDAD BS AS EST.BOMBEO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156174,GD7024XI,BIOFARMA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156175,GD7026XI,HUINCA CEREALES S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156176,GD7027XI,UNIV.NACIONAL DE CBA.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156177,GD7028XI,GEA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156178,GD7029XI,INGENIERIA PLASTICA SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156179,GD7031OI,GRUPO TEXTILMAX S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156180,GD7031XI,DALA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156181,GD7032XI,METALURGICA ROMA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156182,GD7035OI,PLASTICOS ON LINE SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156183,GD7035XI,COPMACO LTDA.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156184,GD7036XI,GRANJAS DEL CENTRO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156185,GD7037OI,PROSAVIC SRL (LAS HERAS),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156186,GD7037XI,PATOCO Y CIA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156187,GD7040XI,COOP.DE TRABAJO ACUED.CTRO.LTD,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156188,GD7043XI,BIOETANOL RIO CUARTO S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156189,GD7044XI,AGRICULTORES FEDERADOS ARG. SO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156190,GD7045XI,FALABELLA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156191,GD7047XI,PAVONE LUIS ANGEL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156192,GD7050XI,GOLOSINAS O.E.N.P SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156193,GD7054OI,POLYFILM S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156194,GD7055XI,BIODIESEL PILAR S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156195,GD7056XI,MOTCOR S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156196,GD7057XI,WAL- MART ARGENTINA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156197,GD7060XI,ALL FOOD S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156198,GD7062XI,DINOSAURIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156199,GD7063XI,PROMAIZ S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156200,GD7066XI,RAFAGOS SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156201,GD7067XI,VULCANO S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156202,GD7069XI,CENCOSUD S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156203,GD7070XI,DINOSAURIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156204,GD7071XI,LOTERIA DE LA PCIA DE CBA SOCI,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156205,GD7072XI,C.A.P.Y.C.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156206,GD7073XI,FUND UNIVERSIDAD PASCAL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156207,GD7074XI,SERVICIOS MEDICOS SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156208,GD7075XI,CITRINO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156209,GD7077XI,CET S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156210,GD7079XI,INVERSIONES INMOBILIARIAS SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156211,GD7080OI,FAURECIA ARGENTINA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156212,GD7080XI,AFEMA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156213,GD7082OI,CUYO PRODUCCIONES SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156214,GD7082XI,MUNICIPALIDAD COSQUIN,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156215,GD7083XI,FELDESPATOS CORDOBA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156216,GD7085XI,PASEJES S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156217,GD7087XI,PRETENSADOS CORDOBA SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156218,GD7088XI,ALUWIND S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156219,GD7089XI,CORDOBA AUTOMOVIL CLUB,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156220,GD7090XI,MAGNANO PABLO FABIAN,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156221,GD7091XI,MINERA MOGOTE S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156222,GD7093XI,GAFAN S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156223,GD7095XI,NOAL S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156224,GD7096XI,GRANJA S.R.L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156225,GD7097OI,TERRABRICK S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156226,GD7097XI,AGENCIA CORDOBA CULTURA SE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156227,GD7098XI,S.R.T. DE LA UNIV.NAC.CBA. S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
156228,GD7099XI,A.SGA.FLIA.C.TABORIN,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
